material,Df,T_eval_K,mode,Tc_K,xi_nm,lambda_nm,kappa,Hc_Aperm,Hc1_Aperm,Hc2_Aperm,Jd_Aperm2,Jpin_Aperm2,Jc_Aperm2,Bext_T,vF,m_eff,ns,lambda_ep,mu_star,theta_b
H3S,1.04,0.0,mcmillan,180.45787038663715,1.9338070470390518,8.341573968956455,4.313550300547645,11480208.245804088,3691867.147743039,70032500.10690165,529724273918785.7,520941593967.27057,520941593967.27057,1.0,301415.2735433018,9.066611110559395e-31,1.0098534065489687e+29,2.0197068130979376,0.1,1505.8946590533008
H3S,1.06,0.0,mcmillan,181.38429041659126,1.9283328474936339,8.312230694385423,4.310578801366845,11553440.251000382,3716672.6906959703,70430684.5215815,534985299312165.2,519534429811.9252,519534429811.9252,1.0,302105.03158943733,9.045910469024934e-31,1.0146738461686592e+29,2.0293476923373186,0.1,1508.7658502427396
H3S,1.08,0.0,mcmillan,182.29500954340764,1.9230077594740702,8.283536271749387,4.307593784236668,11625565.701649865,3741144.640941014,70821290.20263267,540189863132107.94,518165048616.8736,518165048616.8736,1.0,302783.4306406128,9.025642724960403e-31,1.0194265469082735e+29,2.038853093816547,0.1,1511.5886928640123
H3S,1.1,0.0,mcmillan,183.19056990095373,1.9178249936153446,8.255464729595998,4.304597529534431,11696620.770398887,3765293.43818269,71204584.9534529,545339551565075.25,516831750110.12085,516831750110.12085,1.0,303450.8629981144,9.005791056250782e-31,1.024113689084445e+29,2.0482273781688902,0.1,1514.3648741653305
H3S,1.12,0.0,mcmillan,184.0714856533569,1.9127781885094273,8.227991584567725,4.301592120819592,11766639.82927385,3789129.0136874053,71580822.76228821,550435879202918.8,515532940093.4652,515532940093.4652,1.0,304107.7005814741,8.986339585530642e-31,1.0287373447220802e+29,2.0574746894441605,0.1,1517.0959931423483
H3S,1.14,0.0,mcmillan,184.9382449002276,1.9078613765375896,8.201093731345088,4.2985794629526675,11835655.569126755,3812660.823604696,71950244.7348295,555480293460018.06,514267122052.9441,514267122052.9441,1.0,304754.2963298329,8.96727331135735e-31,1.0332994847589593e+29,2.0665989695179188,0.1,1519.7835666362184
H3S,1.16,0.0,mcmillan,185.79131142163257,1.903068952983247,8.174749342499494,4.295561298335919,11903699.109242862,3835897.879562697,72313079.94939108,560474178646992.94,513032889567.7637,513032889567.7637,1.0,305390.9854842259,8.948578045507358e-31,1.0378019856537665e+29,2.075603971307533,0.1,1522.4290349114463
H3S,1.18,0.0,mcmillan,186.63112627877777,1.8983956480592017,8.148937777209499,4.292539221494978,11970800.098073456,3858848.7768036854,72669546.24226679,565418859733038.1,511828919429.3288,511828919429.3288,1.0,306018.08676277223,8.930240355755512e-31,1.042246635456321e+29,2.0844932709126422,0.1,1525.0337667660624
H3S,1.2,0.0,mcmillan,187.4581092845314,1.8938365015295697,8.123639497920424,4.289514692191914,12036986.805947747,3881521.72009551,73019850.92999893,570315605825437.4,510653965393.10547,510653965393.10547,1.0,306635.90343936754,8.912247513573932e-31,1.0466351393921056e+29,2.0932702787842112,0.1,1527.5990642205363
H3S,1.22,0.0,mcmillan,188.2726603563243,1.8893868396464537,8.098835994136401,4.286489047236019,12102286.210523218,3903924.5476286584,73364191.47455096,575165633391785.2,509506852495.5902,509506852495.5902,1.0,307244.72433526785,8.894587446253203e-31,1.0509691250073554e+29,2.101938250014711,0.1,1530.1261668265527
H3S,1.24,0.0,mcmillan,189.07516076257707,1.8850422541557206,8.074509712628538,4.283463511137568,12166724.075650953,3926064.753085802,73702756.09672134,579970109247765.8,508386471876.88916,508386471876.88916,1.0,307844.824731902,8.8772486930062e-31,1.0552501469158884e+29,2.110500293831777,0.1,1532.6162556321574
H3S,1.26,0.0,mcmillan,189.86597427258434,1.8807985831558662,8.050643993425071,4.280439205731736,12230325.024259476,3947949.5060506244,74035724.34256011,584730153330976.9,507291776056.53595,507291776056.53595,1.0,308436.46721233375,8.860220364664844e-31,1.0594796911843957e+29,2.1189593823687916,0.1,1535.0704568357435
H3S,1.28,0.0,mcmillan,190.64544821872076,1.8766518936195686,8.027223011021153,4.277417158884352,12293112.60579675,3969585.670905063,74363267.60704654,589446841279195.4,506221774616.3397,506221774616.3397,1.0,309019.90243798617,8.843492106623842e-31,1.0636591793889977e+29,2.1273183587779956,0.1,1537.4898451578115
H3S,1.3,0.0,mcmillan,191.4139144788968,1.8725984654097356,8.004231720308333,4.27439831237764,12355109.35871414,3990979.824348726,74685549.61884393,594121206829670.5,505175530249.40424,505175530249.40424,1.0,309595.3698665376,8.82705406472351e-31,1.0677899723724408e+29,2.1355799447448818,0.1,1539.875446956348
H3S,1.32,0.0,mcmillan,192.17169038636547,1.8686347766412226,7.981655806778708,4.271383529062503,12416336.868425984,4012138.271660402,75002726.88955404,598754244054360.0,504152155139.1309,504152155139.1309,1.0,310163.0984162752,8.81089685379736e-31,1.0718733737282617e+29,2.1437467474565235,0.1,1542.2282431089395
H3S,1.34,0.0,mcmillan,192.91907957325185,1.8647574902562423,7.9594816406066204,4.268373599353599,12476815.821134897,4033067.0618095794,75314949.13054678,603346909444604.8,503150807636.0833,503150807636.0833,1.0,310723.3070816453,8.7950115286393e-31,1.07591063303558e+29,2.15182126607116,0.1,1544.549171682328
H3S,1.36,0.0,mcmillan,193.6563727535358,1.8609634416961844,7.937696234253078,4.26536924713482,12536566.053873977,4053772.001515159,75622359.64013647,607900123857431.0,502170689204.14465,502170689204.14465,1.0,311276.20550425723,8.779389557171353e-31,1.0799029488658042e+29,2.1598058977316086,0.1,1546.839130408014
H3S,1.38,0.0,mcmillan,194.38384845064348,1.857249627565488,7.916287203275213,4.262371135134918,12595606.601082621,4074258.668339,75925095.66360073,612414774334530.2,501211041610.5239,501211041610.5239,1.0,311821.99450316705,8.764022795615347e-31,1.0838514715804343e+29,2.1677029431608688,0.1,1549.0989789806192
H3S,1.4,0.0,mcmillan,195.10177367429955,1.8536131951944916,7.895242730055901,4.25937986982634,12653955.738001898,4094532.4228935097,76223288.72829679,616891715803927.6,500271144336.90106,500271144336.90106,1.0,312360.86656789127,8.748903465492294e-31,1.087757305937277e+29,2.1755146118745543,0.1,1551.3295411940703
H3S,1.42,0.0,mcmillan,195.8104045508421,1.8500514330181124,7.874551530197655,4.256396005894481,12711631.02114845,4114598.4202349735,76517064.95591728,621331772673454.2,499350312191.39923,499350312191.39923,1.0,312893.0063172599,8.734024132290909e-31,1.091621513520734e+29,2.183243027041468,0.1,1553.531606929192
H3S,1.44,0.0,mcmillan,196.50998691079752,1.8465617616959982,7.85420282135062,4.253420050319264,12768649.32610107,4134461.620507537,76806545.35372896,625735740324285.9,498447893103.2179,498447893103.2179,1.0,313418.5909269239,8.71937768566249e-31,1.095445115010332e+29,2.1908902300206643,0.1,1555.7059340049723
H3S,1.46,0.0,mcmillan,197.2007568371581,1.843141725907471,7.834186294267243,4.250452466106523,12825026.882812822,4154126.7988968156,77091846.08647238,630104386512102.1,497563266083.609,497563266083.609,1.0,313937.79052805813,8.704957321013429e-31,1.0992290923003526e+29,2.1984581846007054,0.1,1557.8532499046107
H3S,1.48,0.0,mcmillan,197.88294117748524,1.83978898676143,7.8144920858964655,4.247493675702598,12880779.308641735,4173598.5549466824,77373078.7304427,634438452682736.8,496695839338.5546,496695839338.5546,1.0,314450.76857957,8.690756522379039e-31,1.1029743904822286e+29,2.2059487809644573,0.1,1559.9742533864073
H3S,1.5,0.0,mcmillan,198.5567580226717,1.8365013147674238,7.795110754348302,4.244544064121992,12935921.639276005,4192881.3212880087,77650350.51113546,638738655208609.6,495845048519.9653,495845048519.9653,1.0,314957.68221590365,8.676769046473532e-31,1.1066819197003214e+29,2.213363839400643,0.1,1562.0696159886159
