theta_rad,Jc_A_per_m2
2.3343778745424157,3746029.9357545176
2.3387411976724017,3755616.171690253
2.3431045208023873,3765279.3366618375
2.3474678439323733,3775019.7114622253
2.3518311670623593,3784837.572632225
2.356194490192345,3794733.192202055
2.360557813322331,3804706.837424749
2.3649211364523164,3814758.7705011885
2.3692844595823024,3824889.2482965784
2.3736477827122884,3835098.522048133
2.378011105842274,3845386.8370637815
2.38237442897226,3855754.4324116632
2.3867377521022455,3866201.5406001923
2.3911010752322315,3876728.387248482
2.3954643983622175,3887335.190746904
2.399827721492203,3898022.161907541
2.404191044622189,3908789.5036043427
2.4085543677521746,3919637.4104027017
2.4129176908821606,3930566.0681782803
2.4172810140121466,3941575.653724798
2.421644337142132,3952666.3343506013
2.426007660272118,3963838.267463744
2.430370983402104,3975091.6001453493
2.4347343065320897,3986426.46871104
2.4390976296620757,3997842.9982601907
2.443460952792061,4009341.302212754
2.447824275922047,4020921.4818334603
2.452187599052033,4032583.6257431298
2.4565509221820188,4044327.8094168818
2.4609142453120048,4056154.094669033
2.4652775684419903,4068062.529124408
2.4696408915719763,4080053.145675913
2.4740042147019623,4092125.961928085
2.478367537831948,4104280.9796264693
2.482730860961934,4116518.184072568
2.4870941840919194,4128837.5435241936
2.4914575072219054,4141239.0085810134
2.4958208303518914,4153722.511555116
2.500184153481877,4166287.9658263978
2.504547476611863,4178935.2651826465
2.508910799741849,4191664.2831440973
2.5132741228718345,4204474.8722723825
2.5176374460018205,4217366.863463707
2.522000769131806,4230340.065226111
2.526364092261792,4243394.262940766
2.530727415391778,4256529.218107157
2.5350907385217636,4269744.6675721165
2.5394540616517496,4283040.322742637
2.543817384781735,4296415.868782429
2.548180707911721,4309870.963792211
2.552544031041707,4323405.237973739
2.5569073541716927,4337018.292777598
2.5612706773016787,4350709.700034843
2.5656340004316642,4364479.00107252
2.5699973235616502,4378325.705813244
2.5743606466916362,4392249.291858925
2.5787239698216218,4406249.203558848
2.5830872929516078,4420324.851062327
2.5874506160815938,4434475.609356135
2.5918139392115793,4448700.8172870595
2.5961772623415653,4462999.776569873
2.600540585471551,4477371.750781084
2.604903908601537,4491815.964338924
2.609267231731523,4506331.601469981
2.6136305548615084,4520917.805163051
2.6179938779914944,4535573.676110727
2.62235720112148,4550298.271639361
2.626720524251466,4565090.604628104
2.631083847381452,4579949.642417702
2.6354471705114375,4594874.30570992
2.6398104936414235,4609863.467458409
2.644173816771409,4624915.951751953
2.648537139901395,4640030.532691126
2.652900463031381,4655205.933259409
2.6572637861613666,4670440.8241899265
2.6616271092913526,4685733.822829038
2.6659904324213386,4701083.491998074
2.670353755551324,4716488.338854621
2.67471707868131,4731946.813754866
2.6790804018112957,4747457.309118476
2.6834437249412817,4763018.158297782
2.6878070480712677,4778627.634452923
2.6921703712012532,4794283.949434854
2.6965336943312392,4809985.252678117
2.700897017461225,4825729.630105442
2.705260340591211,4841515.103046314
2.709623663721197,4857339.62717171
2.7139869868511823,4873201.091447416
2.7183503099811683,4889097.317108316
2.722713633111154,4905026.056656224
2.72707695624114,4920984.992883933
2.731440279371126,4936971.737928226
2.7358036025011114,4952983.83235473
2.7401669256310974,4969018.744277593
2.7445302487610834,4985073.868517048
2.748893571891069,5001146.525798075
2.753256895021055,5017233.961993431
2.7576202181510405,5033333.347414423
2.7619835412810265,5049441.7761529405
2.7663468644110125,5065556.265478288
2.770710187540998,5081673.755292513
2.775073510670984,5097791.107647969
2.7794368338009696,5113905.106330931
2.7838001569309556,5130012.456515218
2.7881634800609416,5146109.784489743
2.792526803190927,5162193.6374640735
2.796890126320913,5178260.483456079
2.8012534494508987,5194306.711265787
2.8056167725808847,5210328.630539668
2.8099800957108707,5226322.471929497
2.8143434188408563,5242284.387350044
2.8187067419708423,5258210.45033981
2.8230700651008283,5274096.656528995
2.827433388230814,5289938.924218923
2.8317967113608,5305733.0950770555
2.8361600344907854,5321474.934951675
2.8405233576207713,5337160.134810344
2.8448866807507573,5352784.311805983
2.849250003880743,5368343.010474518
2.853613327010729,5383831.704067767
2.8579766501407144,5399245.796025166
2.8623399732707004,5414580.621587785
2.8667032964006864,5429831.4495578585
2.871066619530672,5444993.484206928
2.875429942660658,5460061.867335379
2.8797932657906435,5475031.680486004
2.8841565889206295,5489897.947313921
2.8885199120506155,5504655.636114841
2.892883235180601,5519299.662513488
2.897246558310587,5533824.892313512
2.901609881440573,5548226.144509975
2.9059732045705586,5562498.194465073
2.9103365277005446,5576635.777247357
2.91469985083053,5590633.591134319
2.919063173960516,5604486.301277744
2.923426497090502,5618188.543530776
2.9277898202204877,5631734.928435179
2.9321531433504737,5645120.045366769
2.9365164664804593,5658338.466836428
2.9408797896104453,5671384.752943704
2.9452431127404313,5684253.4559792895
2.949606435870417,5696939.125172274
2.953969759000403,5709436.311577377
2.9583330821303884,5721739.573096872
2.9626964052603744,5733843.479631287
2.9670597283903604,5745742.618352378
2.971423051520346,5757431.599091358
2.975786374650332,5768905.05983465
2.980149697780318,5780157.672318997
2.9845130209103035,5791184.147717071
2.9888763440402895,5801979.242404241
2.993239667170275,5812537.76379657
2.997602990300261,5822854.57624959
3.001966313430247,5832924.607006923
3.0063296365602326,5842742.852187245
3.0106929596902186,5852304.382797762
3.015056282820204,5861604.3507617805
3.01941960595019,5870637.994947712
3.023782929080176,5879400.647186364
3.0281462522101616,5887887.738263122
3.0325095753401476,5896094.803871326
3.036872898470133,5904017.490512905
3.041236221600119,5911651.561332169
3.045599544730105,5918992.901868479
3.0499628678600907,5926037.525713488
3.0543261909900767,5932781.580058595
3.0586895141200627,5939221.3511182135
3.0630528372500483,5945353.269414699
3.0674161603800343,5951173.9149107495
3.07177948351002,5956680.021975398
3.076142806640006,5961868.484169972
3.080506129769992,5966736.3588406565
3.0848694528999774,5971280.871504752
3.0892327760299634,5975499.420018128
3.093596099159949,5979389.578511819
3.097959422289935,5982949.101086374
3.102322745419921,5986175.925253064
3.1066860685499065,5989068.175111796
3.1110493916798925,5991624.164256207
3.115412714809878,5993842.398397282
3.119776037939864,5995721.577697485
3.12413936106985,5997260.59880838
3.1285026841998356,5998458.5566054825
3.1328660073298216,5999314.7456150325
3.1372293304598076,5999828.661128302
3.141592653589793,6000000.0
